INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',9.5,'否','异常','打开',198.6,135.9,195.2,50.6,17.7,14.8,107.3,205.5,152.5,9.0,37.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',7.1,'是','正常','打开',173.8,190.5,236.1,23.3,19.8,14.8,118.3,176.2,154.9,5.4,29.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',4.6,'否','异常','打开',121.8,139.0,176.1,42.2,56.7,15.7,226.0,115.1,184.9,8.6,28.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('86#雷电分析仪',9.8,'是','正常','闭合',147.7,181.4,143.0,43.7,64.8,85.3,139.3,214.5,113.7,7.7,37.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('39#雷电分析仪',5.0,'是','正常','闭合',161.7,170.8,157.1,72.3,89.2,75.2,204.4,186.5,228.9,6.4,32.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',0.1,'是','异常','打开',187.4,154.3,216.1,49.6,25.5,60.5,238.4,157.3,168.1,0.2,33.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',1.6,'否','异常','打开',238.5,234.4,238.9,28.4,84.6,81.3,107.4,196.9,234.8,3.9,31.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',7.6,'是','正常','打开',164.6,157.7,160.6,37.7,26.7,87.0,192.3,232.2,147.6,4.8,29.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',9.2,'是','异常','打开',214.8,213.9,214.4,85.3,78.3,19.0,191.3,232.0,137.9,6.5,29.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',4.3,'否','异常','闭合',190.4,183.6,183.4,56.0,63.3,81.8,238.3,228.5,239.6,1.7,35.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('67#雷电分析仪',0.2,'是','正常','闭合',193.7,209.5,184.8,75.3,85.8,29.4,187.6,129.8,228.5,2.5,20.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('34#雷电分析仪',3.4,'是','正常','闭合',148.2,235.2,145.3,27.2,41.2,28.2,156.8,200.9,150.3,7.4,24.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',8.1,'是','正常','闭合',224.6,194.0,206.2,85.0,67.7,74.8,110.1,158.6,118.6,7.4,34.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('62#雷电分析仪',1.9,'否','正常','闭合',207.4,119.6,112.4,30.4,40.7,69.4,185.7,173.4,179.0,6.4,38.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('70#雷电分析仪',5.9,'否','异常','打开',196.2,146.5,227.7,63.9,31.3,49.3,129.4,236.0,115.1,1.5,30.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',5.8,'否','正常','闭合',232.1,121.5,119.7,47.9,62.6,74.6,103.2,227.5,132.5,2.6,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',4.8,'是','正常','打开',170.8,110.6,187.2,29.1,43.7,68.8,206.6,201.1,176.4,8.2,25.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',6.1,'否','异常','打开',108.7,213.3,182.8,41.2,34.1,56.7,130.6,185.2,188.8,9.5,30.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('29#雷电分析仪',0.2,'否','正常','闭合',206.5,152.5,168.2,89.5,46.9,15.1,230.4,208.6,207.9,9.7,39.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('68#雷电分析仪',3.0,'是','异常','闭合',145.0,216.9,121.6,65.9,22.4,50.4,217.9,134.5,184.0,0.2,23.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('95#雷电分析仪',8.7,'否','异常','打开',158.5,146.5,211.7,17.0,38.4,43.4,140.6,159.2,175.3,6.5,30.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',2.5,'是','异常','打开',217.9,148.7,154.2,30.5,28.3,31.2,122.7,152.5,124.9,4.4,28.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('73#雷电分析仪',0.2,'是','异常','闭合',204.8,239.1,236.8,72.8,57.0,72.7,221.3,207.7,144.6,3.4,29.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('46#雷电分析仪',8.5,'否','正常','打开',200.2,208.8,185.7,14.7,27.6,28.7,184.8,114.9,192.7,9.5,37.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',5.5,'否','正常','打开',223.9,132.9,130.3,73.0,46.4,33.7,138.4,102.3,182.0,1.2,32.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('62#雷电分析仪',4.7,'否','异常','打开',225.9,112.9,154.4,27.5,22.9,48.4,188.2,168.6,166.8,2.2,20.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',6.6,'否','正常','闭合',184.4,105.0,125.1,41.1,47.0,66.8,201.8,135.1,193.2,8.2,35.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',2.4,'是','正常','闭合',105.6,101.4,142.1,12.7,31.7,16.8,171.5,226.3,212.1,2.8,33.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',8.0,'否','异常','打开',111.5,163.6,114.4,34.0,16.6,26.5,108.0,161.4,191.0,2.4,24.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',4.4,'否','正常','打开',103.2,194.5,229.6,33.1,66.9,66.6,149.9,149.9,214.9,0.7,31.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',0.3,'否','正常','打开',147.8,108.4,231.2,38.5,79.3,32.7,210.4,190.7,129.1,1.7,30.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',1.7,'是','正常','闭合',212.8,169.4,123.0,23.6,28.0,30.2,212.2,117.0,228.1,2.0,34.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',7.2,'否','异常','闭合',186.2,190.0,120.2,11.4,12.3,42.4,210.1,140.0,111.8,9.5,32.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',9.1,'否','异常','打开',149.8,218.1,239.7,59.5,28.3,51.4,205.2,103.5,108.3,7.3,36.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',1.6,'否','异常','打开',129.7,209.9,182.8,46.6,24.6,36.8,132.1,221.6,135.3,3.1,29.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('60#雷电分析仪',5.3,'是','正常','闭合',120.8,236.9,222.2,56.5,59.2,43.8,237.8,107.1,122.4,4.0,34.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('74#雷电分析仪',8.5,'是','正常','闭合',230.6,176.7,201.3,29.7,67.4,68.8,120.2,230.6,161.7,4.4,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',0.1,'是','正常','打开',145.2,111.8,151.9,87.2,23.0,45.4,203.7,236.5,204.9,4.8,20.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',0.3,'是','正常','闭合',116.4,174.1,160.9,80.7,49.5,25.5,239.7,131.6,188.3,5.5,25.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('85#雷电分析仪',2.6,'否','正常','闭合',160.4,172.7,211.0,77.4,10.4,55.3,213.3,102.3,108.5,9.0,39.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',8.2,'是','异常','闭合',176.0,220.3,125.0,36.6,34.0,21.9,236.8,230.4,150.8,2.8,20.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('90#雷电分析仪',7.2,'是','异常','闭合',225.5,114.8,167.8,39.8,79.6,89.4,226.0,180.2,122.2,6.6,23.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('96#雷电分析仪',4.4,'否','异常','闭合',115.9,166.7,229.3,31.0,55.9,76.9,174.5,126.7,171.9,4.3,38.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',5.0,'是','异常','闭合',193.9,209.4,230.6,16.0,43.6,19.4,164.9,127.4,238.9,1.3,28.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('78#雷电分析仪',1.4,'否','异常','闭合',143.3,140.2,145.1,37.1,39.0,74.5,120.8,120.8,162.7,0.5,39.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('36#雷电分析仪',1.8,'是','异常','闭合',152.2,142.9,205.8,36.7,22.1,65.6,187.2,130.6,139.8,1.5,36.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('42#雷电分析仪',1.2,'否','异常','闭合',218.4,103.8,230.4,15.6,22.9,54.0,164.9,110.3,200.9,6.6,20.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',5.8,'否','异常','闭合',116.1,165.1,199.5,30.1,77.8,80.0,169.8,137.5,133.7,3.9,34.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('30#雷电分析仪',7.7,'否','异常','闭合',109.7,120.8,188.3,16.1,45.8,56.8,212.3,172.7,113.4,7.8,35.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',3.9,'否','正常','打开',122.7,231.6,168.7,52.5,51.8,45.1,140.5,218.0,129.5,0.4,22.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',1.8,'是','正常','闭合',236.9,196.9,229.6,86.1,60.1,86.3,123.7,235.7,139.0,6.1,30.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('14#雷电分析仪',0.2,'是','正常','闭合',216.9,156.3,234.9,49.8,75.7,87.1,217.0,155.8,166.8,9.5,31.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('97#雷电分析仪',5.0,'否','异常','打开',178.3,204.2,194.0,53.6,56.5,55.2,219.1,132.0,228.8,2.3,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('98#雷电分析仪',8.9,'是','异常','闭合',150.5,117.6,236.0,14.5,48.7,36.6,177.3,183.4,154.9,3.8,22.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',8.5,'否','正常','闭合',176.7,114.3,150.4,83.9,64.8,75.2,190.2,222.2,185.4,0.6,32.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('94#雷电分析仪',6.7,'是','正常','闭合',219.2,160.9,150.5,87.1,65.4,89.6,121.6,142.9,180.5,8.7,20.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',2.1,'是','异常','闭合',215.8,163.4,216.3,50.9,77.1,74.1,177.6,116.0,129.2,3.5,22.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',3.9,'是','异常','打开',184.9,207.4,138.3,28.6,87.0,17.6,109.5,141.1,134.7,8.3,35.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('23#雷电分析仪',9.0,'是','异常','闭合',169.5,162.7,207.2,17.7,54.8,52.8,112.8,102.1,203.7,1.2,22.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',7.8,'是','正常','闭合',153.5,201.6,109.5,16.3,34.5,59.9,236.7,203.1,151.2,7.2,24.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('74#雷电分析仪',2.7,'否','正常','打开',149.8,109.5,212.7,39.8,81.1,13.5,175.9,102.9,154.3,9.3,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',5.7,'是','正常','打开',220.8,132.9,161.7,86.0,18.5,37.7,179.6,212.9,209.2,8.8,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('32#雷电分析仪',5.1,'是','异常','闭合',234.9,148.6,170.5,39.2,70.6,78.8,210.2,122.1,217.7,6.3,38.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',8.9,'是','正常','打开',105.9,186.1,192.2,12.4,59.2,36.8,120.6,186.5,134.2,7.0,35.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('11#雷电分析仪',0.9,'是','异常','闭合',137.3,145.6,138.7,56.5,28.6,14.6,169.7,224.6,193.0,9.2,21.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',1.9,'是','正常','打开',110.7,155.1,107.8,30.2,71.3,87.9,101.4,134.2,151.8,6.3,31.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',5.7,'否','正常','闭合',167.9,180.3,231.7,25.1,38.6,65.1,224.2,193.9,219.0,8.8,22.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',9.3,'是','正常','闭合',129.6,155.3,133.3,84.0,80.0,17.1,132.7,160.0,184.3,7.6,36.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',1.1,'是','异常','打开',213.5,213.9,132.2,35.6,34.5,81.9,193.3,215.8,186.3,8.4,38.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('3#雷电分析仪',0.1,'是','异常','闭合',238.1,173.9,230.3,69.8,14.1,20.6,103.1,116.0,148.0,0.7,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('44#雷电分析仪',4.0,'是','正常','闭合',154.2,151.1,176.2,63.4,36.2,26.9,202.5,205.2,200.1,5.4,30.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',8.2,'是','正常','打开',206.7,236.8,228.5,70.0,77.9,18.8,136.2,203.9,175.3,8.9,36.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('50#雷电分析仪',6.5,'是','异常','闭合',204.3,190.1,220.8,70.9,75.5,66.2,145.3,149.0,187.9,8.1,29.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',1.8,'是','正常','打开',225.2,170.1,191.3,88.6,47.1,19.6,143.8,221.6,165.0,1.0,38.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',0.3,'否','正常','闭合',236.2,181.2,171.5,75.1,68.8,33.7,117.6,169.0,118.2,3.4,22.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('28#雷电分析仪',3.2,'否','正常','打开',155.7,121.0,218.5,59.7,14.5,60.6,125.6,217.4,153.6,1.3,39.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('75#雷电分析仪',2.8,'否','正常','闭合',190.7,205.7,196.7,69.7,51.5,12.8,191.7,112.9,101.6,6.6,31.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',3.5,'否','异常','闭合',191.5,160.4,234.6,34.8,26.9,51.2,218.7,128.3,237.3,9.8,23.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('8#雷电分析仪',6.1,'否','异常','闭合',144.4,239.9,120.3,55.9,85.4,84.8,235.2,191.5,107.6,4.1,35.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('59#雷电分析仪',8.3,'是','正常','打开',184.9,212.8,149.6,88.4,66.8,32.0,137.9,108.9,131.8,4.4,28.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',0.3,'是','正常','打开',174.8,126.5,222.8,86.4,57.7,27.8,191.5,146.7,217.8,0.0,30.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('44#雷电分析仪',0.2,'是','异常','闭合',225.3,179.7,120.2,61.1,53.2,61.1,155.4,142.1,123.4,1.3,35.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('90#雷电分析仪',7.7,'否','异常','打开',175.7,120.4,135.6,85.9,32.9,24.9,192.4,189.0,239.6,8.9,33.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('23#雷电分析仪',3.5,'是','异常','打开',231.7,238.6,137.8,58.4,44.4,68.6,233.5,228.3,159.4,2.0,22.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',0.9,'是','正常','闭合',226.0,223.3,173.9,21.0,87.4,64.4,202.2,148.8,149.3,4.7,39.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('84#雷电分析仪',0.7,'否','异常','打开',201.9,232.7,126.8,61.6,66.5,44.2,223.4,151.6,191.2,2.4,23.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('11#雷电分析仪',0.3,'否','异常','闭合',145.1,205.0,110.5,62.0,49.8,19.7,221.6,114.9,139.2,9.4,30.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',6.9,'是','正常','闭合',118.9,204.2,183.9,77.4,20.1,67.7,155.9,147.3,183.9,1.0,35.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('37#雷电分析仪',7.3,'是','正常','打开',119.3,144.9,112.6,22.9,46.8,64.9,208.4,181.2,238.3,7.5,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('35#雷电分析仪',3.9,'否','正常','闭合',215.4,102.7,170.0,77.9,22.9,65.3,131.6,130.1,207.4,5.2,37.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',0.1,'是','异常','闭合',213.3,168.9,156.1,12.7,38.5,12.6,119.0,124.8,106.0,3.9,27.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',4.5,'是','正常','闭合',157.2,139.1,101.2,67.2,34.8,28.2,140.0,228.1,215.2,5.9,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('22#雷电分析仪',5.9,'否','正常','打开',161.0,128.3,178.4,38.0,71.4,25.4,199.0,183.5,171.7,2.1,27.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('99#雷电分析仪',5.5,'是','异常','闭合',106.6,231.7,102.7,64.5,66.7,15.5,148.4,215.7,211.8,3.6,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',9.2,'否','异常','打开',146.1,214.2,203.1,41.8,18.9,58.1,144.4,149.8,206.9,7.7,29.0);
